,Iteration: Iteration,Continuity: Continuity,Energy: Energy,Isentropic Efficiency Monitor: Expression,MFA Ps 1 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps 3 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps Outlet Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Pt Inlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Pt Outlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Tt Inlet Monitor: Mass Flow Averaged of Total Temperature (K),MFA Tt Outlet Monitor: Mass Flow Averaged of Total Temperature (K),Mass Flow  Volute Monitor: Mass Flow of Mass Flow Rate (lb/s),Mass Flow Error Monitor: Expression,Mass Flow Impeller Monitor: Mass Flow of Mass Flow Rate (lb/s),PRts Monitor: Expression,Sdr: Sdr,Tke: Tke,Torque Monitor: Moment (N-m),X-momentum: X-momentum,Y-momentum: Y-momentum,Z-momentum: Z-momentum,Iteration: Iteration.1,Physical Time: Physical Time (s)
39133,39134,0.0218093669201412,0.126837809444601,0.634705496405467,99775.8940929722,132299.716515309,146921.25,100090.910329056,147906.09835446,298.000000000001,353.417657301947,0.124763956752228,0.0752578886706618,-0.0192290807974762,1.46787804723712,1.40929108478291e-05,0.0021031903592039,-0.0535732146551473,0.0123495238204813,0.0016918250354465,0.0107242701618399,39134,
39134,39135,0.0191635921525493,0.131273688397297,0.636630403375907,99767.5683932214,132354.853014092,146921.25,100052.727193812,147906.659509833,298.0,353.307720289683,0.124828584224279,0.0757366551753542,-0.0192290807974762,1.46843823372649,1.43161371858872e-05,0.002086257723499,-0.0535684024186014,0.0117918752093995,0.0017467565893025,0.0095024062375774,39135,
39135,39136,0.0169595601682064,0.133614755700168,0.638413406457904,99759.2914887584,132408.411136834,146921.25,100020.386325345,147907.10372811,298.0,353.20191388771,0.124881408431438,0.0761276139178098,-0.0192290807974762,1.46891304260809,1.4148923699691e-05,0.002075433716685,-0.0535626182871373,0.0115321424742694,0.0016311655064241,0.0085273179474685,39136,
39136,39137,0.0151424082151088,0.13619499746179,0.640060096292283,99751.1626494214,132460.209297446,146921.25,99993.0115756234,147907.431168249,298.0,353.100944712971,0.124922410493072,0.0764308475199023,-0.0192290807974762,1.46931518198035,1.38824951418753e-05,0.0020782117555226,-0.0535558997008001,0.0114865378584814,0.0014974315748343,0.0077372376655229,39137,
39137,39138,0.0136716837851319,0.138021304225598,0.641574805461892,99743.2620020348,132510.163498118,146921.25,99969.8448022483,147907.640890096,297.999999999999,353.005456562504,0.12495147180259,0.0766456519444876,-0.0192290807974762,1.46965567757584,1.36249804073595e-05,0.0020921137784653,-0.0535482915062615,0.0115651715687899,0.0013652062488281,0.007115320789872,39138,
39138,39139,0.0125102632128064,0.137577650233233,0.642960548303927,99735.6463286362,132558.214390529,146921.25,99950.234714888,147907.732352715,298.000000000001,352.91605342842,0.12496851949045,0.0767716121204884,-0.0192290807974762,1.46994402183345,1.34029520324089e-05,0.0021161850817787,-0.053539819968235,0.0115835577114038,0.0012309254526689,0.0066492479648948,39139,
39139,39140,0.0116203964226008,0.136542611157427,0.644219400458671,99728.3715111953,132604.270723274,146921.25,99933.6203330248,147907.705791088,298.0,352.833291769428,0.124973531908086,0.0768086408111485,-0.0192290807974762,1.47018840616792,1.32161023088036e-05,0.0021506065804347,-0.0535305363322505,0.0111667907808588,0.0011137767923712,0.0063232340317747,39140,
39140,39141,0.0109674550385878,0.133866057617124,0.645352164000145,99721.4710099744,132648.2625505,146921.25,99919.5329214054,147907.561424092,297.999999999998,352.757705517518,0.124966520581385,0.0767568445684702,-0.0192290807974762,1.47039568445106,1.30641669978853e-05,0.0021935681810148,-0.0535204590202445,0.0102191512745439,0.0010173088483134,0.0061224987970544,39141,
39141,39142,0.0105168061196909,0.128358677417592,0.64635877276714,99714.9756980197,132690.16438317,146921.25,99907.5796843048,147907.303447242,298.000000000001,352.689799782515,0.124947822902427,0.0766186868661631,-0.0192290807974762,1.47057160692164,1.29372181162882e-05,0.0022440306787918,-0.0535096337283072,0.009349616159925,0.0009373188372388,0.0060258448063722,39142,
39142,39143,0.010238567075717,0.123081297454175,0.647238730249715,99708.9082936101,132729.884470663,146921.25,99897.4386338333,147906.934248555,297.999999999999,352.630016160095,0.124917629092742,0.0763954965939924,-0.0192290807974762,1.47072089143876,1.28479630726915e-05,0.0023022495224781,-0.0534980916313092,0.0086179290048172,0.00090572268977,0.0060154070706579,39143,
