,Iteration: Iteration,Continuity: Continuity,Energy: Energy,Isentropic Efficiency Monitor: Expression,MFA Ps 1 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps 3 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps Outlet Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Pt Inlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Pt Outlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Tt Inlet Monitor: Mass Flow Averaged of Total Temperature (K),MFA Tt Outlet Monitor: Mass Flow Averaged of Total Temperature (K),Mass Flow  Volute Monitor: Mass Flow of Mass Flow Rate (lb/s),Mass Flow Error Monitor: Expression,Mass Flow Impeller Monitor: Mass Flow of Mass Flow Rate (lb/s),PRts Monitor: Expression,Sdr: Sdr,Tke: Tke,Torque Monitor: Moment (N-m),X-momentum: X-momentum,Y-momentum: Y-momentum,Z-momentum: Z-momentum,Iteration: Iteration.1,Physical Time: Physical Time (s)
4133,4134,0.495340031157277,0.556563859403044,0.809376848155178,100452.486854275,126767.917471385,146921.25,101325.0,149609.979656272,298.0,341.363897133412,0.220287927496521,0.0416947831708221,-0.0351838450207339,1.45,6.44635254247364e-05,0.0003491963775915,-0.0711609200269959,0.0577902176469001,0.183983579414034,0.0881708683448647,4134,
4134,4135,0.6786172407324,0.762802275975537,0.799868791295656,100452.480786899,126768.18310694,146921.25,101325.0,149190.057968507,298.0,341.545070776669,0.195602005913372,0.0792477486106448,-0.0351838374176222,1.45,0.0020484756359836,0.0056694735878427,-0.071161022940578,0.110999550043624,0.161216669615406,0.173872942907181,4135,
4135,4136,1.06998800443548,1.20379441373869,0.791402235490021,100452.475076855,126768.601298,146921.25,101325.0,148836.336082,298.0,341.725790189815,0.17192188259301,0.227900618307061,-0.0351838309894118,1.45,0.0017096653446557,0.0072077756982774,-0.0711611277029844,0.183196448952058,0.14203976238257,0.289395376495042,4136,
4136,4137,1.39924865292516,1.57538126075267,0.784199208010682,100452.468778493,126769.449995852,146921.25,101325.0,148560.788979474,298.0,341.902924598583,0.150605725810683,0.401692751408511,-0.035183825698242,1.45,0.000849801401242,0.0064206156979299,-0.0711612524901702,0.222607522374205,0.125473899040052,0.352179103117612,4137,
4137,4138,1.45603208749965,1.63979654885737,0.777878396823189,100452.462300083,126771.02896064,146921.25,101325.0,148338.364359014,298.0,342.076760123385,0.131125062202453,0.609935811061932,-0.0351838222279086,1.45,0.0004149770989513,0.0056810979068951,-0.0711614499499817,0.217022757663996,0.110645251188323,0.350166499847781,4138,
4138,4139,1.3743237363448,1.54789161890261,0.772181152667369,100452.456609404,126772.829089921,146921.25,101325.0,148153.42079777,298.0,342.248606380561,0.113062541139906,0.867134103194046,-0.0351838210593499,1.45,0.0003398190788588,0.0054242417665709,-0.0711617755944884,0.194124769026299,0.0974245070407842,0.316588868324381,4139,
4139,4140,1.25466684180712,1.41318703264192,0.767228985846104,100452.45189433,126775.942107471,146921.25,101325.0,148011.873061907,298.0,342.415990453901,0.095657540385123,1.20686130056021,-0.0351838206637838,1.45,0.0003822347515154,0.005067431954556,-0.0711621503229787,0.171861135781551,0.0854265649427995,0.278347254815958,4140,
4140,4141,1.16774365482613,1.31548816197086,0.764287434330929,100452.450457844,126781.322559523,146921.240022978,101325.0,147900.413035171,298.0,342.493427435849,0.0797704022473878,1.64638169923836,-0.0351838221080615,1.44999990153445,0.0003460201247714,0.0050025412649329,-0.0711627651756906,0.153825223382142,0.0752799178551821,0.249612253571662,4141,
4141,4142,1.13600332028885,1.2809894588322,0.777851995422634,100452.453719468,126788.78036338,146920.202601621,101325.0,147784.431114773,298.0,341.62187100932,0.0643509782027872,2.28049317939308,-0.0351838241802527,1.4499896629817,0.0003060831975203,0.0056682352285277,-0.0711637223743906,0.14189960015198,0.0664045960732642,0.233964999264164,4142,
4142,4143,1.12653497632555,1.27114363333153,0.808784437298288,100452.462847253,126798.572082005,146918.678710756,101325.0,147683.125634577,298.0,339.873126233221,0.0514888802376425,3.09997156445771,-0.0351838241433505,1.4499746233482,0.0002887634105278,0.0060776482148486,-0.0711650157842173,0.136092199081123,0.0590377804328176,0.222458636002568,4143,
4143,4144,1.14862866932237,1.29644243586968,0.879370312547458,100452.481403461,126811.807511994,146915.081597382,101325.0,147589.253022667,298.0,336.443473009328,0.0399838886585112,4.27969963408196,-0.0351838203865859,1.44993912259937,0.0002754282321258,0.00643885202411,-0.0711667429143612,0.133456852196713,0.0525412181227062,0.213489624435785,4144,
4144,4145,1.17389546961466,1.32161503084784,1.03614748810665,100452.500687697,126824.910591485,146907.185814116,101325.0,147484.15884699,298.0,330.561509274978,0.0293001049771375,6.20484985192604,-0.0351838095009911,1.44986119727724,0.0002892575907002,0.0070150645665333,-0.071168910237286,0.13151476359757,0.0466294080877236,0.206078490673811,4145,
4145,4146,1.1930634683879,1.33381759614259,1.29373212186737,100452.523445823,126838.934251705,146891.998852574,101325.0,147387.609423668,298.0,324.030475966167,0.0191829278125613,10.0047219021124,-0.0351837976409224,1.44971131362027,0.0003365759572611,0.0072884231904151,-0.0711711523077495,0.127934613835685,0.0413064705641474,0.200087569904407,4146,
4146,4147,1.20792399084444,1.33774148030058,1.61414653367323,100452.556499481,126857.069580274,146873.128606633,101325.0,147318.124247749,298.0,318.835641819114,0.0112661556769968,17.7377755367826,-0.0351837827063358,1.44952507877259,0.0003726316074028,0.0070932169944074,-0.0711737581551764,0.121192887112656,0.0360199660738865,0.188458776300803,4147,
4147,4148,1.24177820698239,1.35894837043555,2.08249084753648,100452.619606746,126882.910522521,146848.753347896,101325.0,147254.395576807,298.0,314.130099095604,0.0030198993015999,68.9038410601777,-0.0351837601327974,1.44928451367279,0.0003909668483234,0.0073210764483929,-0.0711764911401923,0.11790597952829,0.0317969892657048,0.181141204383265,4148,
4148,4149,1.19742098060924,1.30340946448142,2.38151566763513,100452.704054475,126912.43601297,146839.686340539,101325.0,147224.14657044,298.0,312.096619737807,-0.0003354391003428,630.331051416506,-0.0351837069508307,1.4491950292676,0.0002965976497884,0.0073696108743115,-0.0711802760354831,0.107458686122856,0.0277161716187304,0.163555145104623,4149,
4149,4150,1.12868814618097,1.22420955120818,2.42952300424791,100452.787013304,126940.658306023,146845.309393755,101325.0,147216.208194467,298.0,311.815968189649,1.60506467570897e-05,13151.2285160806,-0.0351836289966886,1.44925052448808,0.0004031084402875,0.0071855314664811,-0.0711847261476714,0.0972517173552434,0.0244773736540788,0.146329560064515,4150,
4150,4151,1.05727477707567,1.14318780617662,2.32805592229847,100452.888348943,126972.019928135,146856.598598567,101325.0,147220.790089839,298.0,312.419396297489,0.00220468670945,94.7511562387871,-0.0351835502623547,1.449361940277,0.0004566021763937,0.006787613333897,-0.0711894744340373,0.088494477081582,0.0218363778124897,0.131275157069738,4151,
4151,4152,0.984947035978369,1.06239054783022,2.12638020461178,100453.013491986,127006.939452546,146870.485575974,101325.0,147235.972990573,298.0,313.791592890648,0.0058155273545814,35.2994937373116,-0.035183449797799,1.44949899408808,0.0004221830994901,0.0065388936924462,-0.0711946430415416,0.0811669717280988,0.0196622348921727,0.118376336461123,4152,
4152,4153,0.913892339877988,0.983895124676285,1.90153387676939,100453.168533162,127045.863932019,146883.004380097,101325.0,147258.269877097,298.0,315.666409608905,0.0100347537175946,20.0368813360906,-0.0351833205323221,1.44962254507868,0.0003699973770346,0.0064543439440772,-0.0712001431649286,0.0750936957266013,0.0178333486289835,0.10755379321226,4153,
4153,4154,0.846490092153392,0.909814099469931,1.6921349953216,100453.354638952,127088.234022137,146892.544966206,101325.0,147285.581352808,298.0,317.86298170718,0.0143471597246477,13.7136385183989,-0.0351831536590328,1.44971670334276,0.0003218410491958,0.0065241418675748,-0.071205836238856,0.0701953516395964,0.0162940492455154,0.0986840231527776,4154,
4154,4155,0.781608053678954,0.838834295228632,1.50370109468295,100453.579940558,127134.543986111,146900.017819437,101325.0,147317.515307299,298.0,320.365739760221,0.0188459610247352,10.2012159839765,-0.0351829466439438,1.44979045466999,0.0002748284454249,0.0066204937864985,-0.0712118486237242,0.0660631887853371,0.0149780349005048,0.091245622887886,4155,
4155,4156,0.719573585564198,0.771389714309807,1.35544824607072,100453.870645526,127185.98467443,146905.45966376,101325.0,147350.793563684,298.0,322.827793811839,0.0232842040606189,8.06606538366598,-0.035182686070032,1.44984416149776,0.0002229275632394,0.006773682940979,-0.0712179080903583,0.0627558594464681,0.013870688252958,0.0850757556286363,4156,
4156,4157,0.663152541011053,0.710057389960673,1.25397238884981,100454.123083332,127232.385941441,146908.482363182,101325.0,147380.150163957,298.0,324.852000166413,0.0269711161075418,6.82666836529158,-0.0351823302025839,1.44987399322164,0.0001918155186549,0.0071556728357461,-0.071223540535062,0.0607605651354549,0.0130400055146541,0.0806556454266034,4157,
4157,4158,0.609189534486104,0.651722646110527,1.17036415266469,100454.405492032,127280.915955064,146910.87187684,101325.0,147410.57901813,298.0,326.786963949498,0.0306344415911988,5.89067998598431,-0.0351820222590465,1.44989757588789,0.0001764099214624,0.0072016656051243,-0.0712292815173457,0.0583351881556025,0.0122487007136277,0.076430239137922,4158,
4158,4159,0.557706881135843,0.596333334779723,1.09668057757152,100454.811352281,127340.409477483,146912.984890518,101325.0,147442.724842205,298.0,328.739940151341,0.0344871706852869,5.12082750178334,-0.0351816704648667,1.4499184297115,0.0001743249484853,0.007230011474793,-0.0712353114879533,0.0561092741675299,0.0115567353054817,0.072732103295975,4159,
4159,4160,0.508732844216868,0.543790369681551,1.02848758609922,100455.281509861,127403.266025059,146914.815312261,101325.0,147480.055171984,298.0,330.801454484034,0.0387709826622607,4.44445463458291,-0.0351811427071465,1.44993649456957,0.0001701811872263,0.0074375540612051,-0.0712410150411254,0.0546466797749521,0.0110144324531526,0.0699067894809397,4160,
4160,4161,0.463384217625299,0.495262932952904,0.97743869224357,100455.802346501,127468.013069344,146916.166600336,101325.0,147515.266134347,298.0,332.537732414192,0.042919749674789,3.91808738473178,-0.035180513238571,1.44994983074598,0.0001690360882128,0.007634205093805,-0.0712464125154071,0.0534499184037884,0.010556185328382,0.0675686831315092,4161,
