,Iteration: Iteration,Continuity: Continuity,Energy: Energy,Isentropic Efficiency Monitor: Expression,MFA Ps 1 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps 3 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps Outlet Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Pt Inlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Pt Outlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Tt Inlet Monitor: Mass Flow Averaged of Total Temperature (K),MFA Tt Outlet Monitor: Mass Flow Averaged of Total Temperature (K),Mass Flow  Volute Monitor: Mass Flow of Mass Flow Rate (lb/s),Mass Flow Error Monitor: Expression,Mass Flow Impeller Monitor: Mass Flow of Mass Flow Rate (lb/s),PRts Monitor: Expression,Sdr: Sdr,Tke: Tke,Torque Monitor: Moment (N-m),X-momentum: X-momentum,Y-momentum: Y-momentum,Z-momentum: Z-momentum,Iteration: Iteration.1,Physical Time: Physical Time (s)
9133,9134,0.0559265921742315,0.090042228116098,0.732971417635128,100685.526917688,131294.270684844,146921.25,101229.556458219,148524.711703761,298.0,345.061979501801,0.167054617089532,0.102483033340291,-0.024989058866116,1.45136712182118,2.07395609295253e-05,0.0018039124375521,-0.0633596192224728,0.0123290633529507,0.0013740671303102,0.0294975662834802,9134,
9134,9135,0.0478764297386118,0.0886581657612979,0.736824212331332,100656.614062345,131335.443898888,146921.25,101132.100156832,148525.423230489,298.0,344.940714922508,0.167122879365895,0.102849629173558,-0.024989058866116,1.45276573681511,2.22541752256609e-05,0.0017357112119709,-0.0633646412118947,0.012414522605482,0.00141135833153,0.0252344612432773,9135,
9135,9136,0.0410487431109848,0.0897912615198263,0.740219992306964,100628.083378254,131375.808647369,146921.25,101049.79671363,148526.104983923,298.000000000001,344.830490495,0.167187587504523,0.103196861473702,-0.024989058866116,1.45394899127178,2.18073220276887e-05,0.0016775638922033,-0.0633679343167631,0.0127555829150755,0.001504078748298,0.0218917955013114,9136,
9136,9137,0.0352445604046854,0.0920581027260362,0.743188125881526,100600.266122251,131415.276804647,146921.25,100980.453628237,148526.744658357,298.000000000001,344.731811501455,0.167247777817478,0.103519609328841,-0.024989058866116,1.45494741527796,2.06968927939469e-05,0.0016337144470258,-0.0633693614623848,0.012415527814853,0.0016235803441745,0.019167910166695,9137,
9137,9138,0.0303180459699687,0.0938081633557127,0.745753967753297,100573.342127163,131453.915312103,146921.25,100922.159054063,148527.332944207,298.0,344.645148473101,0.16730273237589,0.103814079618089,-0.024989058866116,1.45578782080252,1.9576016319416e-05,0.0016080947257994,-0.0633688386294317,0.0117736704733281,0.0016559387794519,0.0169389083958072,9138,
9138,9139,0.0261520459318205,0.0947006636545783,0.747941331332106,100547.426377784,131491.713803329,146921.25,100873.136941182,148527.861333845,297.999999999999,344.570955444888,0.167351789558441,0.104076785839586,-0.024989058866116,1.45649530147623,1.85574292633486e-05,0.001605077824208,-0.0633663135149269,0.0113237941446965,0.0015914196870274,0.0151174485883199,9139,
9139,9140,0.0226488760289922,0.0955156739316535,0.74976865334464,100522.60103521,131528.63719979,146921.25,100831.928592576,148528.322969421,298.000000000001,344.509674588872,0.167394385283671,0.104304765404088,-0.024989058866116,1.45709054711879,1.76297998547819e-05,0.0016267566225718,-0.0633617207878419,0.0110818900269384,0.0015046142831435,0.0136434028395259,9140,
9140,9141,0.0197199520934481,0.0966606714394898,0.751253653014592,100498.902021385,131564.584458574,146921.25,100797.287168106,148528.711641373,298.0,344.461573075263,0.167430060570509,0.104495616343909,-0.024989058866116,1.45759131150991,1.67767749802942e-05,0.0016733174617349,-0.0633551542590798,0.0109714752782868,0.0014110924042341,0.0124624225894561,9141,
9141,9142,0.0173013907867607,0.0965429571599074,0.752413761232942,100476.370510597,131599.580093738,146921.25,100768.153101011,148529.017841382,298.000000000001,344.42674197108,0.167458119890996,0.104645667261206,-0.024989058866116,1.45801273000136,1.60112260255387e-05,0.0017424134507128,-0.063346617079411,0.0108683799012795,0.001315186163347,0.0115220365214051,9142,
9142,9143,0.0153371876823471,0.0956597296768356,0.753261111344418,100454.98971818,131633.620628495,146921.25,100743.627938428,148529.231876822,297.999999999999,344.405437737986,0.167477829048636,0.10475103451959,-0.024989058866116,1.45836767055674,1.53330682958389e-05,0.001831517257994,-0.0633361082889998,0.010909411489936,0.0012235949376024,0.0107903298942141,9143,
