,Iteration: Iteration,Continuity: Continuity,Energy: Energy,Isentropic Efficiency Monitor: Expression,MFA Ps 1 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps 3 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps Outlet Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Pt Inlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Pt Outlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Tt Inlet Monitor: Mass Flow Averaged of Total Temperature (K),MFA Tt Outlet Monitor: Mass Flow Averaged of Total Temperature (K),Mass Flow  Volute Monitor: Mass Flow of Mass Flow Rate (lb/s),Mass Flow Error Monitor: Expression,Mass Flow Impeller Monitor: Mass Flow of Mass Flow Rate (lb/s),PRts Monitor: Expression,Sdr: Sdr,Tke: Tke,Torque Monitor: Moment (N-m),X-momentum: X-momentum,Y-momentum: Y-momentum,Z-momentum: Z-momentum,Iteration: Iteration,Physical Time: Physical Time (s)
1040,1040,8.49E-06,9.23E-06,0.67407652,99388.935,114507.274,126656.25,101325,133124.2127,298,333.8563138,0.316430233,0.007472862,-0.052344266,1.25,2.28E-06,9.63E-06,-0.087329467,9.82E-06,1.31E-06,1.26E-05,1040,
1041,1041,8.56E-06,9.32E-06,0.674076478,99388.93435,114507.274,126656.25,101325,133124.2118,298,333.8563151,0.316430221,0.007472878,-0.052344263,1.25,2.28E-06,9.64E-06,-0.087329465,9.95E-06,1.32E-06,1.26E-05,1041,
1042,1042,8.36E-06,9.09E-06,0.6740765,99388.9352,114507.2774,126656.25,101325,133124.2113,298,333.8563134,0.316430216,0.007472848,-0.052344263,1.25,2.28E-06,9.63E-06,-0.087329465,9.67E-06,1.29E-06,1.24E-05,1042,
1043,1043,8.39E-06,9.13E-06,0.674076471,99388.93582,114507.2786,126656.25,101325,133124.2114,298,333.8563151,0.316430236,0.007472965,-0.052344261,1.25,2.28E-06,9.64E-06,-0.087329465,9.71E-06,1.30E-06,1.24E-05,1043,
1044,1044,8.48E-06,9.23E-06,0.674076435,99388.93511,114507.2785,126656.25,101325,133124.2107,298,333.8563162,0.316430227,0.007472992,-0.052344258,1.25,2.28E-06,9.64E-06,-0.087329462,9.88E-06,1.31E-06,1.24E-05,1044,
1045,1045,8.27E-06,9.00E-06,0.674076461,99388.93569,114507.2798,126656.25,101325,133124.2102,298,333.8563144,0.316430224,0.007472969,-0.052344258,1.25,2.28E-06,9.63E-06,-0.087329462,9.59E-06,1.28E-06,1.22E-05,1045,
1046,1046,8.35E-06,9.09E-06,0.674076427,99388.93503,114507.2798,126656.25,101325,133124.2094,298,333.8563153,0.316430212,0.007472987,-0.052344256,1.25,2.28E-06,9.63E-06,-0.08732946,9.73E-06,1.29E-06,1.22E-05,1046,
1047,1047,8.15E-06,8.87E-06,0.674076452,99388.93449,114507.28,126656.25,101325,133124.2089,298,333.8563135,0.316430209,0.007472962,-0.052344256,1.25,2.28E-06,9.63E-06,-0.08732946,9.45E-06,1.26E-06,1.20E-05,1047,
1048,1048,7.96E-06,8.66E-06,0.674076474,99388.9354,114507.2832,126656.25,101325,133124.2085,298,333.8563119,0.316430205,0.007472937,-0.052344257,1.25,2.28E-06,9.62E-06,-0.08732946,9.18E-06,1.23E-06,1.18E-05,1048,
1049,1049,7.99E-06,8.70E-06,0.674076436,99388.93601,114507.2845,126656.25,101325,133124.2083,298,333.8563136,0.316430214,0.00747302,-0.052344254,1.25,2.28E-06,9.63E-06,-0.08732946,9.22E-06,1.23E-06,1.18E-05,1049,
1050,1050,8.06E-06,8.78E-06,0.674076399,99388.93536,114507.2845,126656.25,101325,133124.2074,298,333.8563147,0.316430201,0.007473032,-0.052344251,1.25,2.28E-06,9.63E-06,-0.087329457,9.36E-06,1.25E-06,1.18E-05,1050,
1051,1051,7.87E-06,8.56E-06,0.674076421,99388.93484,114507.2846,126656.25,101325,133124.2069,298,333.8563131,0.316430197,0.007473007,-0.052344252,1.25,2.28E-06,9.63E-06,-0.087329457,9.08E-06,1.21E-06,1.16E-05,1051,
1052,1052,7.69E-06,8.36E-06,0.674076442,99388.9357,114507.2877,126656.25,101325,133124.2065,298,333.8563115,0.316430192,0.007472981,-0.052344252,1.25,2.28E-06,9.62E-06,-0.087329457,8.82E-06,1.18E-06,1.14E-05,1052,
1053,1053,7.72E-06,8.40E-06,0.674076409,99388.93629,114507.2889,126656.25,101325,133124.2064,298,333.8563132,0.316430206,0.007473078,-0.05234425,1.25,2.28E-06,9.62E-06,-0.087329457,8.86E-06,1.19E-06,1.14E-05,1053,
1054,1054,7.79E-06,8.48E-06,0.674076373,99388.93568,114507.2888,126656.25,101325,133124.2056,298,333.8563143,0.316430195,0.007473097,-0.052344247,1.25,2.28E-06,9.63E-06,-0.087329454,9.00E-06,1.20E-06,1.15E-05,1054,
1055,1055,7.61E-06,8.27E-06,0.674076395,99388.93628,114507.2903,126656.25,101325,133124.2052,298,333.8563127,0.316430191,0.007473076,-0.052344247,1.25,2.28E-06,9.62E-06,-0.087329454,8.74E-06,1.17E-06,1.12E-05,1055,
1056,1056,7.67E-06,8.34E-06,0.674076358,99388.9357,114507.2903,126656.25,101325,133124.2043,298,333.8563138,0.316430178,0.007473086,-0.052344245,1.25,2.28E-06,9.62E-06,-0.087329452,8.84E-06,1.18E-06,1.13E-05,1056,
1057,1057,7.49E-06,8.14E-06,0.674076378,99388.93524,114507.2905,126656.25,101325,133124.2039,298,333.8563122,0.316430173,0.00747306,-0.052344245,1.25,2.28E-06,9.62E-06,-0.087329452,8.59E-06,1.15E-06,1.11E-05,1057,
1058,1058,7.32E-06,7.95E-06,0.674076397,99388.93596,114507.2934,126656.25,101325,133124.2034,298,333.8563108,0.316430168,0.007473035,-0.052344246,1.25,2.28E-06,9.62E-06,-0.087329452,8.35E-06,1.12E-06,1.09E-05,1058,
1059,1059,7.33E-06,7.97E-06,0.674076374,99388.93653,114507.2946,126656.25,101325,133124.2036,298,333.8563122,0.316430188,0.007473143,-0.052344243,1.25,2.28E-06,9.62E-06,-0.087329452,8.37E-06,1.12E-06,1.08E-05,1059,
1060,1060,7.40E-06,8.04E-06,0.67407634,99388.93701,114507.2957,126656.25,101325,133124.2028,298,333.8563132,0.316430178,0.007473164,-0.052344241,1.25,2.28E-06,9.62E-06,-0.08732945,8.49E-06,1.14E-06,1.09E-05,1060,
1061,1061,7.46E-06,8.12E-06,0.674076308,99388.93641,114507.2958,126656.25,101325,133124.2021,298,333.8563142,0.316430169,0.007473184,-0.052344238,1.25,2.28E-06,9.63E-06,-0.087329447,8.61E-06,1.15E-06,1.09E-05,1061,
1062,1062,7.28E-06,7.91E-06,0.674076329,99388.93593,114507.2959,126656.25,101325,133124.2017,298,333.8563127,0.316430166,0.007473163,-0.052344239,1.25,2.28E-06,9.62E-06,-0.087329448,8.36E-06,1.12E-06,1.07E-05,1062,
1063,1063,7.11E-06,7.73E-06,0.674076349,99388.93669,114507.2988,126656.25,101325,133124.2013,298,333.8563112,0.316430162,0.007473143,-0.052344239,1.25,2.28E-06,9.62E-06,-0.087329448,8.12E-06,1.09E-06,1.05E-05,1063,
1064,1064,7.14E-06,7.76E-06,0.674076314,99388.93722,114507.3,126656.25,101325,133124.201,298,333.8563127,0.316430165,0.0074732,-0.052344237,1.25,2.28E-06,9.62E-06,-0.087329447,8.15E-06,1.09E-06,1.05E-05,1064,
1065,1065,7.20E-06,7.83E-06,0.67407628,99388.93665,114507.2999,126656.25,101325,133124.2002,298,333.8563137,0.316430153,0.007473208,-0.052344234,1.25,2.28E-06,9.62E-06,-0.087329445,8.26E-06,1.10E-06,1.05E-05,1065,
1066,1066,7.02E-06,7.63E-06,0.674076301,99388.93618,114507.3,126656.25,101325,133124.1998,298,333.8563122,0.316430149,0.007473185,-0.052344235,1.25,2.28E-06,9.61E-06,-0.087329445,8.02E-06,1.08E-06,1.03E-05,1066,
1067,1067,6.86E-06,7.45E-06,0.67407632,99388.93686,114507.3028,126656.25,101325,133124.1994,298,333.8563107,0.316430144,0.007473162,-0.052344235,1.25,2.28E-06,9.61E-06,-0.087329445,7.79E-06,1.05E-06,1.01E-05,1067,
1068,1068,6.88E-06,7.47E-06,0.674076296,99388.93737,114507.3039,126656.25,101325,133124.1994,298,333.8563121,0.316430159,0.007473253,-0.052344233,1.25,2.28E-06,9.61E-06,-0.087329444,7.81E-06,1.05E-06,1.01E-05,1068,
1069,1069,6.93E-06,7.54E-06,0.674076265,99388.93685,114507.3039,126656.25,101325,133124.1987,298,333.856313,0.316430151,0.007473273,-0.05234423,1.25,2.28E-06,9.62E-06,-0.087329442,7.92E-06,1.06E-06,1.01E-05,1069,
1070,1070,6.77E-06,7.35E-06,0.674076285,99388.93757,114507.3065,126656.25,101325,133124.1984,298,333.8563116,0.316430147,0.007473255,-0.052344231,1.25,2.28E-06,9.61E-06,-0.087329442,7.69E-06,1.03E-06,9.94E-06,1070,
1071,1071,6.80E-06,7.40E-06,0.674076245,99388.93703,114507.3063,126656.25,101325,133124.1978,298,333.8563131,0.316430142,0.007473281,-0.052344228,1.25,2.28E-06,9.62E-06,-0.087329441,7.74E-06,1.04E-06,9.95E-06,1071,
1072,1072,6.64E-06,7.21E-06,0.674076265,99388.93762,114507.3079,126656.25,101325,133124.1974,298,333.8563116,0.316430137,0.007473259,-0.052344229,1.25,2.28E-06,9.61E-06,-0.087329441,7.51E-06,1.01E-06,9.76E-06,1072,
1073,1073,6.69E-06,7.27E-06,0.674076231,99388.9371,114507.3077,126656.25,101325,133124.1967,298,333.8563127,0.316430127,0.007473271,-0.052344226,1.25,2.28E-06,9.61E-06,-0.087329439,7.59E-06,1.02E-06,9.77E-06,1073,
1074,1074,6.53E-06,7.09E-06,0.674076251,99388.93769,114507.3104,126656.25,101325,133124.1963,298,333.8563112,0.316430121,0.007473247,-0.052344227,1.25,2.28E-06,9.61E-06,-0.087329439,7.37E-06,9.95E-07,9.59E-06,1074,
1075,1075,6.54E-06,7.11E-06,0.674076232,99388.9382,114507.3114,126656.25,101325,133124.1964,298,333.8563124,0.31643014,0.007473343,-0.052344225,1.25,2.28E-06,9.61E-06,-0.087329439,7.39E-06,9.97E-07,9.57E-06,1075,
1076,1076,6.60E-06,7.17E-06,0.674076202,99388.93862,114507.3124,126656.25,101325,133124.1958,298,333.8563133,0.316430132,0.007473363,-0.052344222,1.25,2.28E-06,9.61E-06,-0.087329436,7.51E-06,1.01E-06,9.59E-06,1076,
1077,1077,6.65E-06,7.24E-06,0.674076175,99388.93803,114507.3123,126656.25,101325,133124.1952,298,333.8563141,0.316430125,0.007473387,-0.05234422,1.25,2.28E-06,9.62E-06,-0.087329435,7.61E-06,1.02E-06,9.61E-06,1077,
1078,1078,6.49E-06,7.05E-06,0.674076198,99388.93754,114507.3124,126656.25,101325,133124.1949,298,333.8563126,0.316430122,0.00747337,-0.05234422,1.25,2.28E-06,9.61E-06,-0.087329435,7.38E-06,9.91E-07,9.42E-06,1078,
1079,1079,6.33E-06,6.87E-06,0.674076219,99388.93818,114507.3147,126656.25,101325,133124.1945,298,333.8563111,0.31643012,0.007473353,-0.052344221,1.25,2.28E-06,9.61E-06,-0.087329435,7.17E-06,9.66E-07,9.25E-06,1079,
1080,1080,6.35E-06,6.90E-06,0.674076184,99388.93768,114507.3146,126656.25,101325,133124.1939,298,333.8563124,0.316430112,0.007473367,-0.052344219,1.25,2.28E-06,9.61E-06,-0.087329434,7.20E-06,9.69E-07,9.24E-06,1080,
1081,1081,6.20E-06,6.73E-06,0.674076204,99388.93833,114507.3172,126656.25,101325,133124.1936,298,333.8563109,0.316430108,0.007473346,-0.052344219,1.25,2.28E-06,9.61E-06,-0.087329434,6.99E-06,9.44E-07,9.07E-06,1081,
1082,1082,6.23E-06,6.76E-06,0.674076177,99388.93881,114507.3181,126656.25,101325,133124.1934,298,333.8563122,0.316430116,0.007473409,-0.052344217,1.25,2.28E-06,9.61E-06,-0.087329433,7.02E-06,9.47E-07,9.07E-06,1082,
1083,1083,6.28E-06,6.82E-06,0.674076148,99388.93826,114507.3179,126656.25,101325,133124.1927,298,333.8563131,0.316430106,0.007473421,-0.052344215,1.25,2.28E-06,9.61E-06,-0.087329431,7.12E-06,9.57E-07,9.08E-06,1083,
1084,1084,6.12E-06,6.65E-06,0.674076169,99388.93782,114507.3178,126656.25,101325,133124.1924,298,333.8563116,0.316430102,0.007473403,-0.052344215,1.25,2.28E-06,9.61E-06,-0.087329431,6.91E-06,9.32E-07,8.91E-06,1084,
1085,1085,5.98E-06,6.49E-06,0.674076188,99388.93844,114507.3202,126656.25,101325,133124.192,298,333.8563102,0.316430098,0.007473384,-0.052344216,1.25,2.28E-06,9.61E-06,-0.08732943,6.71E-06,9.08E-07,8.74E-06,1085,
1086,1086,6.00E-06,6.51E-06,0.674076161,99388.9389,114507.3212,126656.25,101325,133124.1918,298,333.8563114,0.316430102,0.007473436,-0.052344214,1.25,2.28E-06,9.61E-06,-0.08732943,6.73E-06,9.11E-07,8.73E-06,1086,
1087,1087,6.05E-06,6.57E-06,0.674076132,99388.9384,114507.3211,126656.25,101325,133124.1911,298,333.8563123,0.316430091,0.007473443,-0.052344212,1.25,2.28E-06,9.61E-06,-0.087329428,6.82E-06,9.20E-07,8.75E-06,1087,
1088,1088,5.90E-06,6.40E-06,0.674076151,99388.93798,114507.3211,126656.25,101325,133124.1908,298,333.8563109,0.316430087,0.007473424,-0.052344212,1.25,2.28E-06,9.60E-06,-0.087329427,6.62E-06,8.96E-07,8.58E-06,1088,
1089,1089,5.76E-06,6.25E-06,0.674076168,99388.93855,114507.3234,126656.25,101325,133124.1904,298,333.8563096,0.316430083,0.007473405,-0.052344212,1.25,2.28E-06,9.61E-06,-0.087329427,6.43E-06,8.73E-07,8.42E-06,1089,
1090,1090,5.78E-06,6.27E-06,0.674076147,99388.93899,114507.3243,126656.25,101325,133124.1904,298,333.8563107,0.316430093,0.007473472,-0.05234421,1.25,2.28E-06,9.60E-06,-0.087329427,6.44E-06,8.75E-07,8.41E-06,1090,
1091,1091,5.82E-06,6.32E-06,0.67407612,99388.93853,114507.3242,126656.25,101325,133124.1898,298,333.8563115,0.316430084,0.007473485,-0.052344208,1.25,2.28E-06,9.61E-06,-0.087329425,6.52E-06,8.83E-07,8.42E-06,1091,
1092,1092,5.68E-06,6.16E-06,0.674076138,99388.93909,114507.3264,126656.25,101325,133124.1895,298,333.8563102,0.31643008,0.007473468,-0.052344208,1.25,2.28E-06,9.60E-06,-0.087329425,6.33E-06,8.60E-07,8.26E-06,1092,
1093,1093,5.70E-06,6.19E-06,0.674076108,99388.93864,114507.3262,126656.25,101325,133124.1891,298,333.8563114,0.316430079,0.007473497,-0.052344207,1.25,2.28E-06,9.61E-06,-0.087329424,6.36E-06,8.63E-07,8.25E-06,1093,
1094,1094,5.57E-06,6.04E-06,0.674076126,99388.93911,114507.3275,126656.25,101325,133124.1887,298,333.8563101,0.316430075,0.00747348,-0.052344207,1.25,2.28E-06,9.60E-06,-0.087329424,6.18E-06,8.41E-07,8.09E-06,1094,
1095,1095,5.60E-06,6.08E-06,0.674076098,99388.93868,114507.3274,126656.25,101325,133124.1881,298,333.856311,0.316430065,0.007473486,-0.052344205,1.25,2.28E-06,9.61E-06,-0.087329422,6.24E-06,8.47E-07,8.10E-06,1095,
1096,1096,5.47E-06,5.93E-06,0.674076115,99388.93916,114507.3296,126656.25,101325,133124.1878,298,333.8563097,0.31643006,0.007473466,-0.052344205,1.25,2.28E-06,9.60E-06,-0.087329422,6.06E-06,8.25E-07,7.94E-06,1096,
1097,1097,5.48E-06,5.94E-06,0.6740761,99388.93958,114507.3304,126656.25,101325,133124.1879,298,333.8563107,0.316430075,0.007473542,-0.052344204,1.25,2.28E-06,9.60E-06,-0.087329421,6.07E-06,8.26E-07,7.93E-06,1097,
1098,1098,5.52E-06,5.99E-06,0.674076074,99388.93912,114507.3303,126656.25,101325,133124.1873,298,333.8563114,0.316430066,0.007473554,-0.052344202,1.25,2.28E-06,9.60E-06,-0.08732942,6.15E-06,8.34E-07,7.93E-06,1098,
1099,1099,5.39E-06,5.84E-06,0.674076092,99388.93951,114507.3313,126656.25,101325,133124.187,298,333.8563102,0.316430063,0.00747354,-0.052344202,1.25,2.28E-06,9.60E-06,-0.087329419,5.97E-06,8.13E-07,7.78E-06,1099,
1100,1100,5.42E-06,5.88E-06,0.674076068,99388.93908,114507.3313,126656.25,101325,133124.1864,298,333.8563108,0.316430053,0.007473543,-0.0523442,1.25,2.28E-06,9.60E-06,-0.087329418,6.04E-06,8.19E-07,7.78E-06,1100,
1101,1101,5.29E-06,5.73E-06,0.674076085,99388.93954,114507.3334,126656.25,101325,133124.1861,298,333.8563096,0.316430049,0.007473525,-0.0523442,1.25,2.28E-06,9.60E-06,-0.087329418,5.86E-06,7.98E-07,7.64E-06,1101,
1102,1102,5.30E-06,5.75E-06,0.674076066,99388.93991,114507.3342,126656.25,101325,133124.186,298,333.8563105,0.316430057,0.007473579,-0.052344199,1.25,2.28E-06,9.60E-06,-0.087329417,5.87E-06,7.99E-07,7.62E-06,1102,
1103,1103,5.33E-06,5.78E-06,0.674076043,99388.93946,114507.3341,126656.25,101325,133124.1855,298,333.8563112,0.316430049,0.007473587,-0.052344197,1.25,2.28E-06,9.60E-06,-0.087329416,5.94E-06,8.05E-07,7.63E-06,1103,
1104,1104,5.20E-06,5.64E-06,0.674076061,99388.93909,114507.3342,126656.25,101325,133124.1852,298,333.8563099,0.316430045,0.007473571,-0.052344197,1.25,2.28E-06,9.60E-06,-0.087329416,5.77E-06,7.84E-07,7.48E-06,1104,
1105,1105,5.08E-06,5.51E-06,0.674076078,99388.93956,114507.3361,126656.25,101325,133124.1849,298,333.8563087,0.316430042,0.007473554,-0.052344197,1.25,2.28E-06,9.60E-06,-0.087329415,5.60E-06,7.65E-07,7.34E-06,1105,
1106,1106,5.09E-06,5.52E-06,0.674076059,99388.93993,114507.337,126656.25,101325,133124.1848,298,333.8563096,0.316430048,0.007473602,-0.052344196,1.25,2.28E-06,9.60E-06,-0.087329415,5.61E-06,7.65E-07,7.32E-06,1106,
1107,1107,5.12E-06,5.55E-06,0.674076036,99388.93952,114507.3369,126656.25,101325,133124.1842,298,333.8563103,0.316430039,0.007473607,-0.052344194,1.25,2.28E-06,9.60E-06,-0.087329413,5.67E-06,7.71E-07,7.32E-06,1107,
1108,1108,5.00E-06,5.41E-06,0.674076052,99388.93997,114507.3389,126656.25,101325,133124.1839,298,333.8563091,0.316430035,0.007473591,-0.052344194,1.25,2.28E-06,9.60E-06,-0.087329413,5.50E-06,7.51E-07,7.18E-06,1108,
1109,1109,5.01E-06,5.43E-06,0.674076032,99388.94034,114507.3398,126656.25,101325,133124.1838,298,333.85631,0.316430039,0.007473631,-0.052344193,1.25,2.28E-06,9.60E-06,-0.087329412,5.51E-06,7.52E-07,7.17E-06,1109,
1110,1110,5.04E-06,5.46E-06,0.674076008,99388.9399,114507.3396,126656.25,101325,133124.1832,298,333.8563107,0.31643003,0.007473633,-0.052344191,1.25,2.28E-06,9.60E-06,-0.087329411,5.57E-06,7.58E-07,7.17E-06,1110,
1111,1111,4.91E-06,5.32E-06,0.674076025,99388.93954,114507.3396,126656.25,101325,133124.1829,298,333.8563095,0.316430026,0.007473618,-0.052344191,1.25,2.28E-06,9.60E-06,-0.087329411,5.41E-06,7.38E-07,7.04E-06,1111,
1112,1112,4.80E-06,5.20E-06,0.674076041,99388.93994,114507.3415,126656.25,101325,133124.1826,298,333.8563084,0.316430022,0.007473601,-0.052344192,1.25,2.28E-06,9.60E-06,-0.087329411,5.25E-06,7.19E-07,6.90E-06,1112,
1113,1113,4.80E-06,5.20E-06,0.674076028,99388.9403,114507.3423,126656.25,101325,133124.1826,298,333.8563091,0.316430032,0.007473658,-0.05234419,1.25,2.28E-06,9.60E-06,-0.08732941,5.25E-06,7.19E-07,6.88E-06,1113,
1114,1114,4.83E-06,5.23E-06,0.674076006,99388.93992,114507.3422,126656.25,101325,133124.1821,298,333.8563097,0.316430024,0.007473663,-0.052344189,1.25,2.28E-06,9.60E-06,-0.087329409,5.30E-06,7.24E-07,6.88E-06,1114,
1115,1115,4.71E-06,5.10E-06,0.674076021,99388.94034,114507.344,126656.25,101325,133124.1818,298,333.8563086,0.31643002,0.007473649,-0.052344189,1.25,2.28E-06,9.60E-06,-0.087329409,5.15E-06,7.05E-07,6.75E-06,1115,
1116,1116,4.72E-06,5.11E-06,0.674076002,99388.94068,114507.3448,126656.25,101325,133124.1817,298,333.8563095,0.316430024,0.007473685,-0.052344188,1.25,2.28E-06,9.60E-06,-0.087329408,5.16E-06,7.06E-07,6.74E-06,1116,
1117,1117,4.75E-06,5.14E-06,0.674075981,99388.94027,114507.3447,126656.25,101325,133124.1812,298,333.8563101,0.316430015,0.007473689,-0.052344186,1.25,2.28E-06,9.60E-06,-0.087329406,5.21E-06,7.11E-07,6.74E-06,1117,
1118,1118,4.63E-06,5.01E-06,0.674075997,99388.93993,114507.3447,126656.25,101325,133124.1809,298,333.8563089,0.316430012,0.007473674,-0.052344186,1.25,2.28E-06,9.60E-06,-0.087329406,5.06E-06,6.93E-07,6.60E-06,1118,
1119,1119,4.52E-06,4.89E-06,0.674076012,99388.94031,114507.3464,126656.25,101325,133124.1806,298,333.8563078,0.316430008,0.007473658,-0.052344186,1.25,2.28E-06,9.60E-06,-0.087329406,4.91E-06,6.75E-07,6.48E-06,1119,
1120,1120,4.52E-06,4.90E-06,0.674075999,99388.94063,114507.3471,126656.25,101325,133124.1806,298,333.8563085,0.316430017,0.00747371,-0.052344185,1.25,2.28E-06,9.60E-06,-0.087329406,4.91E-06,6.75E-07,6.46E-06,1120,
1121,1121,4.54E-06,4.92E-06,0.67407598,99388.94027,114507.3471,126656.25,101325,133124.1802,298,333.8563091,0.31643001,0.007473717,-0.052344184,1.25,2.28E-06,9.60E-06,-0.087329404,4.96E-06,6.79E-07,6.46E-06,1121,
1122,1122,4.44E-06,4.80E-06,0.674075995,99388.94066,114507.3488,126656.25,101325,133124.1799,298,333.856308,0.316430006,0.007473703,-0.052344184,1.25,2.28E-06,9.59E-06,-0.087329404,4.82E-06,6.62E-07,6.33E-06,1122,
1123,1123,4.45E-06,4.81E-06,0.674075976,99388.941,114507.3497,126656.25,101325,133124.1797,298,333.8563088,0.316430008,0.00747373,-0.052344183,1.25,2.28E-06,9.60E-06,-0.087329404,4.82E-06,6.63E-07,6.32E-06,1123,
1124,1124,4.47E-06,4.84E-06,0.674075955,99388.9406,114507.3495,126656.25,101325,133124.1792,298,333.8563094,0.316429999,0.007473731,-0.052344181,1.25,2.28E-06,9.60E-06,-0.087329402,4.87E-06,6.67E-07,6.32E-06,1124,
1125,1125,4.36E-06,4.71E-06,0.67407597,99388.94028,114507.3494,126656.25,101325,133124.1789,298,333.8563083,0.316429996,0.007473717,-0.052344181,1.25,2.28E-06,9.60E-06,-0.087329402,4.72E-06,6.49E-07,6.19E-06,1125,
1126,1126,4.26E-06,4.60E-06,0.674075985,99388.94061,114507.3511,126656.25,101325,133124.1787,298,333.8563073,0.316429992,0.007473701,-0.052344181,1.25,2.28E-06,9.59E-06,-0.087329402,4.59E-06,6.33E-07,6.07E-06,1126,
1127,1127,4.25E-06,4.60E-06,0.674075976,99388.94093,114507.3518,126656.25,101325,133124.1788,298,333.8563079,0.316430003,0.007473756,-0.05234418,1.25,2.28E-06,9.60E-06,-0.087329402,4.58E-06,6.32E-07,6.05E-06,1127,
1128,1128,4.27E-06,4.62E-06,0.674075957,99388.94059,114507.3517,126656.25,101325,133124.1783,298,333.8563084,0.316429995,0.00747376,-0.052344179,1.25,2.28E-06,9.59E-06,-0.0873294,4.62E-06,6.36E-07,6.05E-06,1128,
1129,1129,4.17E-06,4.51E-06,0.674075971,99388.94095,114507.3533,126656.25,101325,133124.178,298,333.8563074,0.316429992,0.007473748,-0.052344179,1.25,2.28E-06,9.60E-06,-0.0873294,4.49E-06,6.20E-07,5.93E-06,1129,
1130,1130,4.18E-06,4.52E-06,0.674075955,99388.94126,114507.354,126656.25,101325,133124.1779,298,333.8563081,0.316429996,0.007473781,-0.052344178,1.25,2.28E-06,9.59E-06,-0.0873294,4.50E-06,6.20E-07,5.91E-06,1130,
1131,1131,4.20E-06,4.54E-06,0.674075936,99388.94089,114507.3539,126656.25,101325,133124.1775,298,333.8563087,0.316429988,0.007473783,-0.052344177,1.25,2.28E-06,9.60E-06,-0.087329398,4.54E-06,6.24E-07,5.91E-06,1131,
1132,1132,4.10E-06,4.43E-06,0.674075951,99388.94123,114507.3555,126656.25,101325,133124.1772,298,333.8563076,0.316429985,0.00747377,-0.052344177,1.25,2.28E-06,9.59E-06,-0.087329398,4.41E-06,6.08E-07,5.80E-06,1132,
1133,1133,4.10E-06,4.43E-06,0.674075937,99388.94154,114507.3562,126656.25,101325,133124.1771,298,333.8563083,0.31642999,0.007473804,-0.052344176,1.25,2.28E-06,9.60E-06,-0.087329398,4.41E-06,6.09E-07,5.78E-06,1133,
1134,1134,4.12E-06,4.46E-06,0.674075918,99388.94115,114507.356,126656.25,101325,133124.1767,298,333.8563088,0.316429982,0.007473805,-0.052344174,1.25,2.28E-06,9.59E-06,-0.087329396,4.46E-06,6.12E-07,5.78E-06,1134,
1135,1135,4.02E-06,4.34E-06,0.674075934,99388.94083,114507.356,126656.25,101325,133124.1764,298,333.8563077,0.316429979,0.007473792,-0.052344174,1.25,2.28E-06,9.60E-06,-0.087329396,4.32E-06,5.96E-07,5.67E-06,1135,
1136,1136,3.93E-06,4.24E-06,0.674075949,99388.94113,114507.3575,126656.25,101325,133124.1762,298,333.8563067,0.316429975,0.007473777,-0.052344175,1.25,2.28E-06,9.59E-06,-0.087329396,4.20E-06,5.82E-07,5.56E-06,1136,
1137,1137,3.92E-06,4.24E-06,0.674075939,99388.94143,114507.3581,126656.25,101325,133124.1763,298,333.8563073,0.316429984,0.007473823,-0.052344174,1.25,2.28E-06,9.60E-06,-0.087329396,4.19E-06,5.81E-07,5.54E-06,1137,
1138,1138,3.94E-06,4.25E-06,0.674075922,99388.9411,114507.358,126656.25,101325,133124.1758,298,333.8563077,0.316429977,0.007473825,-0.052344172,1.25,2.28E-06,9.59E-06,-0.087329395,4.23E-06,5.83E-07,5.53E-06,1138,
1139,1139,3.84E-06,4.15E-06,0.674075936,99388.94141,114507.3595,126656.25,101325,133124.1756,298,333.8563068,0.316429974,0.007473813,-0.052344173,1.25,2.28E-06,9.60E-06,-0.087329394,4.10E-06,5.69E-07,5.42E-06,1139,
1140,1140,3.84E-06,4.15E-06,0.674075922,99388.94169,114507.3602,126656.25,101325,133124.1755,298,333.8563074,0.316429978,0.007473845,-0.052344172,1.25,2.28E-06,9.59E-06,-0.087329394,4.11E-06,5.69E-07,5.41E-06,1140,
1141,1141,3.86E-06,4.17E-06,0.674075906,99388.94135,114507.36,126656.25,101325,133124.1751,298,333.8563079,0.316429972,0.007473848,-0.05234417,1.25,2.28E-06,9.60E-06,-0.087329393,4.14E-06,5.72E-07,5.40E-06,1141,
1142,1142,3.77E-06,4.07E-06,0.67407592,99388.94107,114507.36,126656.25,101325,133124.1749,298,333.8563069,0.316429968,0.007473836,-0.05234417,1.25,2.28E-06,9.59E-06,-0.087329393,4.02E-06,5.57E-07,5.30E-06,1142,
1143,1143,3.68E-06,3.97E-06,0.674075933,99388.94136,114507.3614,126656.25,101325,133124.1747,298,333.8563059,0.316429965,0.007473824,-0.052344171,1.25,2.28E-06,9.59E-06,-0.087329393,3.90E-06,5.43E-07,5.19E-06,1143,
